n,U,C,F,O,B
9043,1,3,-1,0,7
9044,0,1,0,0,7
9045,0,1,0,0,7
9046,0,2,3,1,7
9047,0,2,3,0,7
9048,1,3,-1,0,7
9049,1,3,-1,0,7
9050,0,1,0,0,7
9051,0,1,0,0,7
9052,0,1,0,0,7
9053,0,1,0,0,7
9054,0,1,0,0,7
9055,0,1,0,0,7
9056,0,1,0,0,7
9057,0,1,0,0,7
9058,1,3,-1,0,7
9059,1,3,-1,0,7
9060,0,1,0,0,7
9061,0,1,0,0,7
9062,0,1,0,0,7
9063,0,1,0,0,7
9064,0,1,0,0,7
9065,0,1,0,0,7
9066,1,3,-1,0,7
9067,1,3,-1,0,7
9068,0,1,0,0,7
9069,0,1,0,0,7
9070,0,2,1,1,7
9071,0,2,1,0,7
9072,0,2,1,1,7
9073,0,2,1,0,7
9074,0,1,0,0,7
9075,0,1,0,0,7
9076,0,2,1,1,7
9077,0,2,1,0,7
9078,0,1,0,0,7
9079,0,1,0,0,7
9080,0,1,0,0,7
9081,0,1,0,0,7
9082,0,2,1,1,7
9083,0,2,1,0,7
9084,0,1,0,0,7
9085,0,1,0,0,7
9086,0,1,0,0,7
9087,0,1,0,0,7
9088,0,2,2,1,7
9089,0,2,2,0,7
9090,1,3,-1,0,7
9091,1,3,-1,0,7
9092,0,1,0,0,7
9093,0,1,0,0,7
9094,0,1,0,0,7
9095,0,1,0,0,7
9096,0,1,0,0,7
9097,0,1,0,0,7
9098,0,1,0,0,7
9099,0,1,0,0,7
9100,0,1,0,0,7
9101,0,1,0,0,7
9102,1,3,-1,0,7
9103,1,3,-1,0,7
9104,0,1,0,0,7
9105,0,1,0,0,7
9106,0,1,0,0,7
9107,0,1,0,0,7
9108,1,3,-1,0,7
9109,1,3,-1,0,7
9110,0,1,0,0,7
9111,0,1,0,0,7
9112,0,1,0,0,7
9113,0,1,0,0,7
9114,0,1,0,0,7
9115,0,1,0,0,7
9116,0,1,0,0,7
9117,0,1,0,0,7
9118,0,1,0,0,7
9119,0,1,0,0,7
9120,0,1,0,0,1
9121,0,1,0,0,1
9122,0,1,0,0,1
9123,0,1,0,0,1
9124,0,1,0,0,1
9125,0,1,0,0,1
9126,1,3,-1,0,1
9127,1,3,-1,0,1
9128,0,1,0,0,1
9129,0,1,0,0,1
9130,0,2,1,1,7
9131,0,2,1,0,7
9132,1,3,-1,0,7
9133,1,3,-1,0,7
9134,0,1,0,0,7
9135,0,1,0,0,7
9136,1,3,-1,0,7
9137,1,3,-1,0,7
9138,0,1,0,0,7
9139,0,1,0,0,7
9140,0,1,0,0,7
9141,0,1,0,0,7
9142,0,2,1,1,7
9143,0,2,1,0,7
9144,0,1,0,0,7
9145,0,1,0,0,7
9146,0,1,0,0,7
9147,0,1,0,0,7
9148,0,1,0,0,7
9149,0,1,0,0,7
9150,1,3,-1,0,7
9151,1,3,-1,0,7
9152,0,1,0,0,7
9153,0,1,0,0,7
9154,0,1,0,0,7
9155,0,1,0,0,7
9156,1,3,-1,0,7
9157,1,3,-1,0,7
9158,0,1,0,0,7
9159,0,1,0,0,7
9160,1,3,-1,0,7
9161,1,3,-1,0,7
9162,0,1,0,0,7
9163,0,1,0,0,7
9164,0,1,0,0,7
9165,0,1,0,0,7
9166,0,2,3,1,7
9167,0,2,3,0,7
9168,0,2,2,1,7
9169,0,2,2,0,7
9170,0,1,0,0,7
9171,0,1,0,0,7
9172,1,3,-1,0,7
9173,1,3,-1,0,7
9174,0,1,0,0,7
9175,0,1,0,0,7
9176,0,1,0,0,7
9177,0,1,0,0,7
9178,0,2,2,1,7
9179,0,2,2,0,7
9180,1,3,-1,0,7
9181,1,3,-1,0,7
9182,0,1,0,0,7
9183,0,1,0,0,7
9184,0,1,0,0,7
9185,0,1,0,0,7
9186,1,3,-1,0,7
9187,1,3,-1,0,7
9188,0,1,0,0,7
9189,0,1,0,0,7
9190,0,1,0,0,7
9191,0,1,0,0,7
9192,0,2,1,1,7
9193,0,2,1,0,7
9194,0,1,0,0,7
9195,0,1,0,0,7
9196,0,1,0,0,7
9197,0,1,0,0,7
9198,1,3,-1,0,7
9199,1,3,-1,0,7
9200,0,1,0,0,7
9201,0,1,0,0,7
9202,1,3,-1,0,7
9203,1,3,-1,0,7
9204,0,1,0,0,7
9205,0,1,0,0,7
9206,0,1,0,0,7
9207,0,1,0,0,7
9208,1,3,-1,0,7
9209,1,3,-1,0,7
9210,0,2,2,1,7
9211,0,2,2,0,7
9212,0,1,0,0,7
9213,0,1,0,0,7
9214,0,1,0,0,7
9215,0,1,0,0,7
9216,0,1,0,0,1
9217,0,1,0,0,1
9218,0,1,0,0,1
9219,0,1,0,0,1
9220,1,3,-1,0,1
9221,1,3,-1,0,1
9222,0,2,1,1,1
9223,0,2,1,0,1
9224,0,1,0,0,1
9225,0,1,0,0,1
9226,1,3,-1,0,1
9227,1,3,-1,0,1
9228,0,1,0,0,1
9229,0,1,0,0,1
9230,0,1,0,0,1
9231,0,1,0,0,1
9232,0,1,0,0,1
9233,0,1,0,0,1
9234,0,1,0,0,1
9235,0,1,0,0,1
9236,0,1,0,0,1
9237,0,1,0,0,1
9238,1,3,-1,0,1
9239,1,3,-1,0,1
9240,1,3,-1,0,1
9241,1,3,-1,0,1
9242,0,1,0,0,1
9243,0,1,0,0,1
9244,0,1,0,0,1
9245,0,1,0,0,1
9246,0,1,0,0,1
9247,0,1,0,0,1
9248,0,1,0,0,1
9249,0,1,0,0,1
9250,0,1,0,0,1
9251,0,1,0,0,1
9252,0,1,0,0,7
9253,0,1,0,0,7
9254,0,1,0,0,7
9255,0,1,0,0,7
9256,1,3,-1,0,7
9257,1,3,-1,0,7
9258,0,2,1,1,7
9259,0,2,1,0,7
9260,0,1,0,0,7
9261,0,1,0,0,7
9262,0,2,2,1,7
9263,0,2,2,0,7
9264,0,1,0,0,7
9265,0,1,0,0,7
9266,0,1,0,0,7
9267,0,1,0,0,7
9268,0,1,0,0,7
9269,0,1,0,0,7
9270,0,2,2,1,7
9271,0,2,2,0,7
9272,0,1,0,0,7
9273,0,1,0,0,7
9274,0,1,0,0,7
9275,0,1,0,0,7
9276,1,3,-1,0,7
9277,1,3,-1,0,7
9278,0,1,0,0,7
9279,0,1,0,0,7
9280,1,3,-1,0,7
9281,1,3,-1,0,7
9282,1,3,-1,0,7
9283,1,3,-1,0,7
9284,0,1,0,0,7
9285,0,1,0,0,7
9286,0,2,1,1,7
9287,0,2,1,0,7
9288,0,1,0,0,7
9289,0,1,0,0,7
9290,0,1,0,0,7
9291,0,1,0,0,7
9292,1,3,-1,0,7
9293,1,3,-1,0,7
9294,0,1,0,0,7
9295,0,1,0,0,7
9296,0,1,0,0,7
9297,0,1,0,0,7
9298,0,1,0,0,7
9299,0,1,0,0,7
9300,0,2,2,1,7
9301,0,2,2,0,7
9302,0,1,0,0,7
9303,0,1,0,0,7
9304,0,1,0,0,7
9305,0,1,0,0,7
9306,0,2,1,1,7
9307,0,2,1,0,7
9308,0,1,0,0,7
9309,0,1,0,0,7
9310,1,3,-1,0,7
9311,1,3,-1,0,7
9312,0,2,2,1,7
9313,0,2,2,0,7
9314,0,1,0,0,7
9315,0,1,0,0,7
9316,0,1,0,0,7
9317,0,1,0,0,7
9318,1,3,-1,0,7
9319,1,3,-1,0,7
9320,0,1,0,0,1
9321,0,1,0,0,1
9322,1,3,-1,0,1
9323,1,3,-1,0,1
9324,0,1,0,0,1
9325,0,1,0,0,1
9326,0,1,0,0,1
9327,0,1,0,0,1
9328,0,1,0,0,1
9329,0,1,0,0,1
9330,0,1,0,0,1
9331,0,1,0,0,1
9332,0,1,0,0,1
9333,0,1,0,0,1
9334,0,1,0,0,1
9335,0,1,0,0,1
9336,1,3,-1,0,1
9337,1,3,-1,0,1
9338,0,1,0,0,1
9339,0,1,0,0,1
9340,1,3,-1,0,1
9341,1,3,-1,0,1
9342,1,3,-1,0,1
9343,1,3,-1,0,1
9344,0,1,0,0,1
9345,0,1,0,0,1
9346,0,1,0,0,1
9347,0,1,0,0,1
9348,1,3,-1,0,1
9349,1,3,-1,0,1
9350,0,1,0,0,1
9351,0,1,0,0,1
9352,0,2,1,1,1
9353,0,2,1,0,1
9354,0,1,0,0,1
9355,0,1,0,0,1
9356,0,1,0,0,1
9357,0,1,0,0,1
9358,0,1,0,0,1
9359,0,1,0,0,1
9360,0,1,0,0,1
9361,0,1,0,0,1
9362,0,1,0,0,1
9363,0,1,0,0,1
9364,0,1,0,0,1
9365,0,1,0,0,1
9366,0,1,0,0,1
9367,0,1,0,0,1
9368,0,1,0,0,1
9369,0,1,0,0,1
9370,1,3,-1,0,1
9371,1,3,-1,0,1
9372,0,1,0,0,1
9373,0,1,0,0,1
9374,0,1,0,0,1
9375,0,1,0,0,1
9376,1,3,-1,0,1
9377,1,3,-1,0,1
9378,0,2,3,1,1
9379,0,2,3,0,1
9380,0,1,0,0,1
9381,0,1,0,0,1
9382,0,1,0,0,1
9383,0,1,0,0,1
9384,0,1,0,0,1
9385,0,1,0,0,1
9386,0,1,0,0,1
9387,0,1,0,0,1
9388,0,2,1,1,1
9389,0,2,1,0,1
9390,1,3,-1,0,1
9391,1,3,-1,0,1
9392,0,1,0,0,1
9393,0,1,0,0,1
9394,0,1,0,0,1
9395,0,1,0,0,1
9396,1,3,-1,0,1
9397,1,3,-1,0,1
9398,0,1,0,0,1
9399,0,1,0,0,1
9400,0,1,0,0,1
9401,0,1,0,0,1
9402,1,3,-1,0,1
9403,1,3,-1,0,1
9404,0,1,0,0,1
9405,0,1,0,0,1
9406,0,2,1,1,1
9407,0,2,1,0,1
9408,0,2,3,1,1
9409,0,2,3,0,1
9410,0,1,0,0,1
9411,0,1,0,0,1
9412,1,3,-1,0,1
9413,1,3,-1,0,1
9414,0,1,0,0,1
9415,0,1,0,0,1
9416,0,1,0,0,1
9417,0,1,0,0,1
9418,1,3,-1,0,1
9419,1,3,-1,0,1
9420,1,3,-1,0,1
9421,1,3,-1,0,1
9422,0,1,0,0,1
9423,0,1,0,0,1
9424,0,1,0,0,1
9425,0,1,0,0,1
9426,0,1,0,0,1
9427,0,1,0,0,1
9428,0,1,0,0,1
9429,0,1,0,0,1
9430,1,3,-1,0,1
9431,1,3,-1,0,1
9432,1,3,-1,0,1
9433,1,3,-1,0,1
9434,0,1,0,0,1
9435,0,1,0,0,1
9436,1,3,-1,0,1
9437,1,3,-1,0,1
9438,1,3,-1,0,1
9439,1,3,-1,0,1
9440,0,1,0,0,1
9441,0,1,0,0,1
9442,0,1,0,0,1
9443,0,1,0,0,1
9444,0,1,0,0,1
9445,0,1,0,0,1
9446,0,1,0,0,1
9447,0,1,0,0,1
9448,0,1,0,0,1
9449,0,1,0,0,1
9450,0,1,0,0,1
9451,0,1,0,0,1
9452,0,1,0,0,1
9453,0,1,0,0,1
9454,0,1,0,0,1
9455,0,1,0,0,1
9456,0,1,0,0,1
9457,0,1,0,0,1
9458,0,1,0,0,1
9459,0,1,0,0,1
9460,1,3,-1,0,1
9461,1,3,-1,0,1
9462,1,3,-1,0,1
9463,1,3,-1,0,1
9464,0,1,0,0,1
9465,0,1,0,0,1
9466,1,3,-1,0,1
9467,1,3,-1,0,1
9468,0,1,0,0,1
9469,0,1,0,0,1
9470,0,1,0,0,1
9471,0,1,0,0,1
9472,1,3,-1,0,1
9473,1,3,-1,0,1
9474,0,1,0,0,1
9475,0,1,0,0,1
9476,0,1,0,0,1
9477,0,1,0,0,1
9478,1,3,-1,0,1
9479,1,3,-1,0,1
9480,0,1,0,0,1
9481,0,1,0,0,1
9482,0,1,0,0,1
9483,0,1,0,0,1
9484,0,1,0,0,1
9485,0,1,0,0,1
9486,0,2,2,1,1
9487,0,2,2,0,1
9488,0,1,0,0,1
9489,0,1,0,0,1
9490,1,3,-1,0,1
9491,1,3,-1,0,1
9492,0,1,0,0,1
9493,0,1,0,0,1
9494,0,1,0,0,1
9495,0,1,0,0,1
9496,1,3,-1,0,1
9497,1,3,-1,0,1
9498,0,1,0,0,1
9499,0,1,0,0,1
9500,0,1,0,0,1
9501,0,1,0,0,1
9502,0,1,0,0,1
9503,0,1,0,0,1
9504,0,1,0,0,1
9505,0,1,0,0,1
9506,0,1,0,0,1
9507,0,1,0,0,1
9508,0,2,1,1,1
9509,0,2,1,0,1
9510,1,3,-1,0,1
9511,1,3,-1,0,1
9512,0,1,0,0,1
9513,0,1,0,0,1
9514,0,1,0,0,1
9515,0,1,0,0,1
9516,0,2,1,1,1
9517,0,2,1,0,1
9518,0,1,0,0,1
9519,0,1,0,0,1
9520,1,3,-1,0,1
9521,1,3,-1,0,1
9522,0,2,3,1,1
9523,0,2,3,0,1
9524,0,1,0,0,1
9525,0,1,0,0,1
9526,0,1,0,0,1
9527,0,1,0,0,1
9528,0,1,0,0,1
9529,0,1,0,0,1
9530,0,1,0,0,1
9531,0,1,0,0,1
9532,1,3,-1,0,1
9533,1,3,-1,0,1
9534,0,1,0,0,1
9535,0,1,0,0,1
9536,0,1,0,0,1
9537,0,1,0,0,1
9538,1,3,-1,0,1
9539,1,3,-1,0,1
9540,0,1,0,0,1
9541,0,1,0,0,1
9542,0,1,0,0,1
9543,0,1,0,0,1
9544,0,1,0,0,7
9545,0,1,0,0,7
9546,1,3,-1,0,7
9547,1,3,-1,0,7
9548,0,1,0,0,7
9549,0,1,0,0,7
9550,1,3,-1,0,7
9551,1,3,-1,0,7
9552,0,2,1,1,7
9553,0,2,1,0,7
9554,0,1,0,0,7
9555,0,1,0,0,7
9556,0,1,0,0,7
9557,0,1,0,0,7
9558,0,1,0,0,7
9559,0,1,0,0,7
9560,0,1,0,0,7
9561,0,1,0,0,7
9562,0,2,2,1,7
9563,0,2,2,0,7
9564,0,1,0,0,7
9565,0,1,0,0,7
9566,0,1,0,0,7
9567,0,1,0,0,7
9568,0,1,0,0,7
9569,0,1,0,0,7
9570,0,1,0,0,6
9571,0,1,0,0,6
9572,0,1,0,0,6
9573,0,1,0,0,6
9574,0,1,0,0,7
9575,0,1,0,0,7
9576,0,2,2,1,7
9577,0,2,2,0,7
9578,0,1,0,0,7
9579,0,1,0,0,7
9580,0,1,0,0,7
9581,0,1,0,0,7
9582,0,1,0,0,7
9583,0,1,0,0,7
9584,0,1,0,0,7
9585,0,1,0,0,7
9586,1,3,-1,0,7
9587,1,3,-1,0,7
9588,0,2,1,1,7
9589,0,2,1,0,7
9590,0,1,0,0,7
9591,0,1,0,0,7
9592,0,2,2,1,7
9593,0,2,2,0,7
9594,0,1,0,0,7
9595,0,1,0,0,7
9596,0,1,0,0,7
9597,0,1,0,0,7
9598,0,2,1,1,7
9599,0,2,1,0,7
9600,1,3,-1,0,7
9601,1,3,-1,0,7
9602,0,1,0,0,7
9603,0,1,0,0,7
9604,0,1,0,0,7
9605,0,1,0,0,7
9606,0,1,0,0,7
9607,0,1,0,0,7
9608,0,1,0,0,7
9609,0,1,0,0,7
9610,0,1,0,0,7
9611,0,1,0,0,7
9612,1,3,-1,0,7
9613,1,3,-1,0,7
9614,0,1,0,0,7
9615,0,1,0,0,7
9616,0,2,2,1,7
9617,0,2,2,0,7
9618,1,3,-1,0,7
9619,1,3,-1,0,7
9620,0,1,0,0,7
9621,0,1,0,0,7
9622,1,3,-1,0,7
9623,1,3,-1,0,7
9624,0,1,0,0,7
9625,0,1,0,0,7
9626,0,1,0,0,7
9627,0,1,0,0,7
9628,1,3,-1,0,7
9629,1,3,-1,0,7
9630,1,3,-1,0,7
9631,1,3,-1,0,7
9632,0,1,0,0,7
9633,0,1,0,0,7
9634,0,1,0,0,7
9635,0,1,0,0,7
9636,0,2,1,1,7
9637,0,2,1,0,7
9638,0,1,0,0,7
9639,0,1,0,0,7
9640,0,2,1,1,7
9641,0,2,1,0,7
9642,1,3,-1,0,1
9643,1,3,-1,0,1
9644,0,1,0,0,1
9645,0,1,0,0,1
9646,0,1,0,0,1
9647,0,1,0,0,1
9648,1,3,-1,0,1
9649,1,3,-1,0,1
9650,0,1,0,0,1
9651,0,1,0,0,1
9652,0,1,0,0,1
9653,0,1,0,0,1
9654,0,1,0,0,1
9655,0,1,0,0,1
9656,0,1,0,0,1
9657,0,1,0,0,1
9658,0,1,0,0,1
9659,0,1,0,0,1
9660,1,3,-1,0,1
9661,1,3,-1,0,1
9662,0,1,0,0,1
9663,0,1,0,0,1
9664,0,1,0,0,1
9665,0,1,0,0,1
9666,0,1,0,0,1
9667,0,1,0,0,1
9668,0,1,0,0,1
9669,0,1,0,0,1
9670,0,1,0,0,1
9671,0,1,0,0,1
9672,0,1,0,0,1
9673,0,1,0,0,1
9674,0,1,0,0,1
9675,0,1,0,0,1
9676,1,3,-1,0,1
9677,1,3,-1,0,1
9678,1,3,-1,0,1
9679,1,3,-1,0,1
9680,0,1,0,0,1
9681,0,1,0,0,1
9682,0,2,1,1,7
9683,0,2,1,0,7
9684,0,1,0,0,7
9685,0,1,0,0,7
9686,0,1,0,0,7
9687,0,1,0,0,7
9688,1,3,-1,0,7
9689,1,3,-1,0,7
9690,0,1,0,0,7
9691,0,1,0,0,7
9692,0,1,0,0,7
9693,0,1,0,0,7
9694,0,1,0,0,7
9695,0,1,0,0,7
9696,1,3,-1,0,7
9697,1,3,-1,0,7
9698,0,1,0,0,7
9699,0,1,0,0,7
9700,0,2,3,1,7
9701,0,2,3,0,7
9702,0,2,1,1,7
9703,0,2,1,0,7
9704,0,1,0,0,7
9705,0,1,0,0,7
9706,0,1,0,0,7
9707,0,1,0,0,7
9708,0,1,0,0,7
9709,0,1,0,0,7
9710,0,1,0,0,7
9711,0,1,0,0,7
9712,0,1,0,0,7
9713,0,1,0,0,7
9714,0,1,0,0,7
9715,0,1,0,0,7
9716,0,1,0,0,7
9717,0,1,0,0,7
9718,1,3,-1,0,7
9719,1,3,-1,0,7
9720,1,3,-1,0,7
9721,1,3,-1,0,7
9722,0,1,0,0,7
9723,0,1,0,0,7
9724,0,1,0,0,7
9725,0,1,0,0,7
9726,0,2,2,1,7
9727,0,2,2,0,7
9728,0,1,0,0,7
9729,0,1,0,0,7
9730,0,2,1,1,7
9731,0,2,1,0,7
9732,1,3,-1,0,1
9733,1,3,-1,0,1
9734,0,1,0,0,1
9735,0,1,0,0,1
9736,0,1,0,0,1
9737,0,1,0,0,1
9738,1,3,-1,0,1
9739,1,3,-1,0,1
9740,0,1,0,0,1
9741,0,1,0,0,1
9742,1,3,-1,0,1
9743,1,3,-1,0,1
9744,0,1,0,0,1
9745,0,1,0,0,1
9746,0,1,0,0,1
9747,0,1,0,0,1
9748,1,3,-1,0,1
9749,1,3,-1,0,1
9750,0,1,0,0,1
9751,0,1,0,0,1
9752,0,1,0,0,1
9753,0,1,0,0,1
9754,0,1,0,0,1
9755,0,1,0,0,1
9756,0,1,0,0,1
9757,0,1,0,0,1
9758,0,1,0,0,1
9759,0,1,0,0,1
9760,0,2,1,1,1
9761,0,2,1,0,1
9762,0,1,0,0,1
9763,0,1,0,0,1
9764,0,1,0,0,1
9765,0,1,0,0,1
9766,1,3,-1,0,1
9767,1,3,-1,0,1
9768,1,3,-1,0,1
9769,1,3,-1,0,1
9770,0,1,0,0,1
9771,0,1,0,0,1
9772,0,2,1,1,1
9773,0,2,1,0,1
9774,0,1,0,0,1
9775,0,1,0,0,1
9776,0,1,0,0,1
9777,0,1,0,0,1
9778,0,1,0,0,1
9779,0,1,0,0,1
9780,1,3,-1,0,1
9781,1,3,-1,0,1
9782,0,1,0,0,1
9783,0,1,0,0,1
9784,0,1,0,0,1
9785,0,1,0,0,1
9786,1,3,-1,0,1
9787,1,3,-1,0,1
9788,0,1,0,0,1
9789,0,1,0,0,1
9790,1,3,-1,0,1
9791,1,3,-1,0,1
9792,0,1,0,0,1
9793,0,1,0,0,1
9794,0,1,0,0,1
9795,0,1,0,0,1
9796,0,2,3,1,1
9797,0,2,3,0,1
9798,0,2,1,1,1
9799,0,2,1,0,1
9800,0,1,0,0,1
9801,0,1,0,0,1
9802,1,3,-1,0,1
9803,1,3,-1,0,1
9804,0,1,0,0,1
9805,0,1,0,0,1
9806,0,1,0,0,1
9807,0,1,0,0,1
9808,0,1,0,0,1
9809,0,1,0,0,1
9810,1,3,-1,0,1
9811,1,3,-1,0,1
9812,0,1,0,0,1
9813,0,1,0,0,1
9814,0,1,0,0,1
9815,0,1,0,0,1
9816,1,3,-1,0,1
9817,1,3,-1,0,1
9818,0,1,0,0,1
9819,0,1,0,0,1
9820,0,1,0,0,1
9821,0,1,0,0,1
9822,0,1,0,0,1
9823,0,1,0,0,1
9824,0,1,0,0,1
9825,0,1,0,0,1
9826,0,2,1,1,1
9827,0,2,1,0,1
9828,1,3,-1,0,1
9829,1,3,-1,0,1
9830,0,1,0,0,1
9831,0,1,0,0,1
9832,1,3,-1,0,1
9833,1,3,-1,0,1
9834,0,1,0,0,1
9835,0,1,0,0,1
9836,0,1,0,0,1
9837,0,1,0,0,1
9838,1,3,-1,0,1
9839,1,3,-1,0,1
9840,0,1,0,0,1
9841,0,1,0,0,1
9842,0,1,0,0,1
9843,0,1,0,0,1
9844,0,1,0,0,1
9845,0,1,0,0,1
9846,0,2,1,1,1
9847,0,2,1,0,1
9848,0,1,0,0,1
9849,0,1,0,0,1
9850,1,3,-1,0,1
9851,1,3,-1,0,1
9852,0,2,2,1,1
9853,0,2,2,0,1
9854,0,1,0,0,1
9855,0,1,0,0,1
9856,1,3,-1,0,1
9857,1,3,-1,0,1
9858,1,3,-1,0,1
9859,1,3,-1,0,1
9860,0,1,0,0,1
9861,0,1,0,0,1
9862,0,1,0,0,1
9863,0,1,0,0,1
9864,0,1,0,0,1
9865,0,1,0,0,1
9866,0,1,0,0,1
9867,0,1,0,0,1
9868,0,2,2,1,1
9869,0,2,2,0,1
9870,1,3,-1,0,1
9871,1,3,-1,0,1
9872,0,1,0,0,1
9873,0,1,0,0,1
9874,0,1,0,0,1
9875,0,1,0,0,1
9876,0,1,0,0,1
9877,0,1,0,0,1
9878,0,1,0,0,1
9879,0,1,0,0,1
9880,0,2,1,1,1
9881,0,2,1,0,1
9882,1,3,-1,0,1
9883,1,3,-1,0,1
9884,0,1,0,0,1
9885,0,1,0,0,1
9886,1,3,-1,0,1
9887,1,3,-1,0,1
9888,0,1,0,0,1
9889,0,1,0,0,1
9890,0,1,0,0,1
9891,0,1,0,0,1
9892,0,1,0,0,1
9893,0,1,0,0,1
9894,0,1,0,0,1
9895,0,1,0,0,1
9896,0,1,0,0,1
9897,0,1,0,0,1
9898,0,1,0,0,1
9899,0,1,0,0,1
9900,1,3,-1,0,1
9901,1,3,-1,0,1
9902,0,1,0,0,1
9903,0,1,0,0,1
9904,0,1,0,0,1
9905,0,1,0,0,1
9906,1,3,-1,0,1
9907,1,3,-1,0,1
9908,0,1,0,0,1
9909,0,1,0,0,1
9910,0,1,0,0,7
9911,0,1,0,0,7
9912,0,2,1,1,7
9913,0,2,1,0,7
9914,0,1,0,0,7
9915,0,1,0,0,7
9916,0,2,1,1,7
9917,0,2,1,0,7
9918,0,1,0,0,7
9919,0,1,0,0,7
9920,0,1,0,0,7
9921,0,1,0,0,7
9922,1,3,-1,0,7
9923,1,3,-1,0,7
9924,0,1,0,0,7
9925,0,1,0,0,7
9926,0,1,0,0,7
9927,0,1,0,0,7
9928,1,3,-1,0,7
9929,1,3,-1,0,7
9930,1,3,-1,0,7
9931,1,3,-1,0,7
9932,0,1,0,0,7
9933,0,1,0,0,7
9934,0,1,0,0,7
9935,0,1,0,0,7
9936,0,1,0,0,7
9937,0,1,0,0,7
9938,0,1,0,0,7
9939,0,1,0,0,7
9940,1,3,-1,0,7
9941,1,3,-1,0,7
9942,0,2,2,1,7
9943,0,2,2,0,7
9944,0,1,0,0,7
9945,0,1,0,0,7
9946,0,1,0,0,7
9947,0,1,0,0,7
9948,1,3,-1,0,7
9949,1,3,-1,0,7
9950,0,1,0,0,7
9951,0,1,0,0,7
9952,0,2,1,1,7
9953,0,2,1,0,7
9954,0,1,0,0,7
9955,0,1,0,0,7
9956,0,1,0,0,7
9957,0,1,0,0,7
9958,0,2,1,1,7
9959,0,2,1,0,7
9960,0,1,0,0,7
9961,0,1,0,0,7
9962,0,1,0,0,7
9963,0,1,0,0,7
9964,0,1,0,0,7
9965,0,1,0,0,7
9966,1,3,-1,0,7
9967,1,3,-1,0,7
9968,0,1,0,0,7
9969,0,1,0,0,7
9970,0,1,0,0,7
9971,0,1,0,0,7
9972,1,3,-1,0,7
9973,1,3,-1,0,7
9974,0,1,0,0,7
9975,0,1,0,0,7
9976,0,1,0,0,7
9977,0,1,0,0,7
9978,0,1,0,0,7
9979,0,1,0,0,7
9980,0,1,0,0,6
9981,0,1,0,0,6
9982,0,2,2,1,6
9983,0,2,2,0,6
9984,0,1,0,0,6
9985,0,1,0,0,6
9986,0,1,0,0,6
9987,0,1,0,0,6
9988,0,1,0,0,6
9989,0,1,0,0,6
9990,0,2,3,1,6
9991,0,2,3,0,6
9992,0,1,0,0,6
9993,0,1,0,0,6
9994,0,1,0,0,6
9995,0,1,0,0,6
9996,0,1,0,0,6
9997,0,1,0,0,6
9998,0,1,0,0,6
9999,0,1,0,0,6
10000,0,2,2,1,6
10001,0,2,2,0,6
10002,0,1,0,0,6
10003,0,1,0,0,6
10004,0,1,0,0,6
10005,0,1,0,0,6
10006,1,3,-1,0,6
10007,1,3,-1,0,6
10008,1,3,-1,0,6
10009,1,3,-1,0,6
10010,0,1,0,0,6
10011,0,1,0,0,6
10012,0,1,0,0,6
10013,0,1,0,0,6
10014,0,1,0,0,6
10015,0,1,0,0,6
10016,0,1,0,0,6
10017,0,1,0,0,6
10018,0,2,1,1,6
10019,0,2,1,0,6
10020,0,1,0,0,7
10021,0,1,0,0,7
10022,0,1,0,0,7
10023,0,1,0,0,7
10024,0,1,0,0,7
10025,0,1,0,0,7
10026,0,2,1,1,7
10027,0,2,1,0,7
10028,0,1,0,0,7
10029,0,1,0,0,7
10030,0,1,0,0,7
10031,0,1,0,0,7
10032,0,2,2,1,7
10033,0,2,2,0,7
10034,0,1,0,0,7
10035,0,1,0,0,7
10036,1,3,-1,0,7
10037,1,3,-1,0,7
10038,1,3,-1,0,7
10039,1,3,-1,0,7
10040,0,1,0,0,7
10041,0,1,0,0,7
10042,0,1,0,0,7
10043,0,1,0,0,7
10044,0,1,0,0,7
10045,0,1,0,0,7
10046,0,1,0,0,7
10047,0,1,0,0,7
10048,0,1,0,0,7
10049,0,1,0,0,7
10050,0,1,0,0,7
10051,0,1,0,0,7
10052,0,1,0,0,7
10053,0,1,0,0,7
10054,0,1,0,0,7
10055,0,1,0,0,7
10056,0,2,3,1,7
10057,0,2,3,0,7
10058,0,1,0,0,7
10059,0,1,0,0,7
10060,1,3,-1,0,7
10061,1,3,-1,0,7
10062,0,2,1,1,7
10063,0,2,1,0,7
10064,0,1,0,0,7
10065,0,1,0,0,7
10066,1,3,-1,0,7
10067,1,3,-1,0,7
10068,1,3,-1,0,1
10069,1,3,-1,0,1
10070,0,1,0,0,1
10071,0,1,0,0,1
10072,0,1,0,0,1
10073,0,1,0,0,1
10074,0,1,0,0,1
10075,0,1,0,0,1
10076,0,1,0,0,1
10077,0,1,0,0,1
10078,1,3,-1,0,1
10079,1,3,-1,0,1
10080,0,1,0,0,1
10081,0,1,0,0,1
10082,0,1,0,0,1
10083,0,1,0,0,1
10084,0,1,0,0,1
10085,0,1,0,0,1
10086,0,1,0,0,1
10087,0,1,0,0,1
10088,0,1,0,0,1
10089,0,1,0,0,1
10090,1,3,-1,0,1
10091,1,3,-1,0,1
10092,1,3,-1,0,1
10093,1,3,-1,0,1
10094,0,1,0,0,1
10095,0,1,0,0,1
10096,0,2,1,1,1
10097,0,2,1,0,1
10098,1,3,-1,0,1
10099,1,3,-1,0,1
10100,0,1,0,0,1
